kind_ok,m,rate_deform,rate_channel,static_score,ks,delocal_r,kind,dim,seed,point,config
1.0,120,-0.0019753631078744762,-1.6530606573065636e-05,0.00391592448074243,24.176002086963308,-0.08690480597669542,dumbbell,3,1,716,allpairs
1.0,120,-0.0019497303419065972,-1.3091685720982108e-05,-0.00035481855984862017,25.513851495559663,-0.19662052819077455,dumbbell,3,1,553,allpairs
1.0,120,0.000300272458659645,-3.7475152054137575e-06,-0.00022867400892115385,27.463500447809487,-0.14926517462561115,dumbbell,3,1,54,allpairs
1.0,120,0.0008500939134087263,7.369854261677725e-07,-0.000923048788835867,28.57160409400671,-0.09252303097722332,dumbbell,3,1,758,allpairs
1.0,120,-0.0009515308863608533,1.567014235763035e-05,-0.002377974502712173,29.99682202749544,-0.06923731562096565,dumbbell,3,1,777,allpairs
1.0,120,0.00015342011106057228,9.179934773821211e-07,0.004538895428988431,30.946659713529492,0.03897439651114928,dumbbell,3,1,814,allpairs
1.0,120,-0.0004942682307526407,-1.2278463180119084e-05,7.204025954467568e-05,32.83639520675109,0.045153448217867286,dumbbell,3,1,690,allpairs
1.0,120,-0.003583213237896149,6.244194666512234e-07,-0.0028629675414869288,34.475740392444465,-0.12819785502582032,dumbbell,3,1,193,allpairs
1.0,120,-0.00068780589969574,1.0554287631414638e-05,0.003428981716500258,35.9840990363241,0.03338322644613292,dumbbell,3,1,20,allpairs
1.0,120,-0.003174030774587243,-1.4858671198621684e-05,-0.001877334092673062,37.32511413582913,-0.22246464509099023,dumbbell,3,1,248,allpairs
1.0,120,-0.0010042593634641273,-8.636416113224262e-06,-0.0050145976372969366,38.5042426324266,-0.05866200552291699,dumbbell,3,1,117,allpairs
1.0,120,-0.00022415636944787985,8.887023372021e-07,0.004672414792696375,39.667161698015704,-0.11208801344143696,dumbbell,3,1,430,allpairs
1.0,120,-0.00041989630442850585,4.054296627605443e-06,0.006435807226892087,40.84391815572795,-0.22536985045517463,dumbbell,3,1,542,allpairs
1.0,120,-0.0025175226079685335,1.196665884132623e-05,0.0037894778760927342,42.00569282717917,-0.31321501065853463,dumbbell,3,1,729,allpairs
1.0,120,0.00025369976455668773,-3.906608478487783e-06,-0.006939560226421312,43.33827316085232,-0.033652138286863406,dumbbell,3,1,745,allpairs
1.0,120,0.0002591677797190163,-2.3116822737515955e-07,0.005186050039691639,44.235316073359755,-0.033058217245320376,dumbbell,3,1,631,allpairs
1.0,120,0.0004988707785409477,-7.279794156230442e-06,-0.0027831044317201937,45.052919403324154,-0.0034493721928424204,dumbbell,3,1,984,allpairs
1.0,120,-6.794650302194444e-05,5.6492385880346774e-08,-0.0014133233140757582,45.61295288140431,0.01386937754455865,dumbbell,3,1,530,allpairs
