kind,dim,seed,branch,ks,integ_sign,integ_mag,v4_m60,v4_m120,v3_defect,sent,ent_cak,frac,kappa
dumbbell,3,0,A,10.291751725325792,0.4998031747191324,0.26055391947662243,37723420.579155035,59.366730568582476,2.833025205125992,12.87778043297961,-1.4271066644254984,0.2951630096178518,-0.9114389907223943
dumbbell,3,0,A,11.41168825762969,0.4988908073166427,0.31954181979430574,42098415.62252983,67.96343330747735,3.072318836491441,14.499975311376362,-0.6951746955579303,0.2951630096178518,4.018596587394317
dumbbell,3,0,A,12.373259461365768,0.4996455466473192,0.30333871293600484,45025665.56210768,66.81415781828753,2.4081011108767942,13.617498725814102,-0.8974424748955124,0.2951630096178518,-0.6661664062945329
dumbbell,3,0,A,13.292811739534624,0.498014161033816,0.3253534172201825,48380543.68379529,69.2525380463556,0.9642147172780943,14.728931733941014,-0.1938495536745199,0.2951630096178518,0.88896889795215
dumbbell,3,0,A,14.409416562572522,0.4961509050948806,0.35128122926755384,51643669.41997793,73.44031510089839,1.566485992039363,16.385456747876855,0.8022983964605102,0.2951630096178518,-1.5385118468911325
dumbbell,3,0,A,15.33757314504347,0.49970083276766886,0.29941291669319625,36834471.30718971,51.026214619318345,2.438366708620229,5.141082150532767,-2.1731255740020465,-3.2467931057963697,-13.375518146014997
dumbbell,3,0,A,16.176736933411025,0.4985386348934423,0.36002297818111395,54651530.7127846,75.247443318941,2.134321361910205,14.260065040771721,-0.3956087948871558,0.2951630096178518,-5.200241828043607
dumbbell,3,0,A,17.079064983670342,0.4984886578784279,0.2713816441514806,42886390.33831481,47.175615178520886,0.7490946965264794,8.435218670130855,-0.4248301779129114,0.2951630096178518,-10.300476825507939
dumbbell,3,0,A,17.851715608550524,0.49925113359731255,0.18095147392988642,43841158.32967509,56.58178580453004,0.45708464573394497,8.227032679112607,-1.5481213522438961,-3.2467931057963697,-4.632542941312083
dumbbell,3,0,A,18.427504263358866,0.4998321492691813,0.2985436011856482,47135860.73960028,55.05744638402705,2.361427649985518,10.610338894191129,-1.5703579423911171,-3.2467931057963697,-5.844276133798052
